car_location,car_mileage,car_link,car_name,car_price,car_license
常州,6.5万公里,https://www.guazi.com/changzhou/6716c52424cf11fex.htm#fr_page=list&fr_pos=city&fr_no=15,Jeep指南者 2012款 2.0L 两驱豪华版(进口),12.00万,2012年
长沙,9.0万公里,https://www.guazi.com/cs/508f5017d062bef5x.htm#fr_page=list&fr_pos=city&fr_no=16,哈弗H5 2012款 欧风版 2.0L 两驱导航版,4.20万,2013年
宿迁,7.5万公里,https://www.guazi.com/suqian/adcf98fd35ac7b47x.htm#fr_page=list&fr_pos=city&fr_no=17,本田思域 2012款 2.0L 自动TYPE-S,8.50万,2011年
天津,6.7万公里,https://www.guazi.com/tj/be280b701a751503x.htm#fr_page=list&fr_pos=city&fr_no=18,大众高尔夫 2012款 1.6 自动时尚型,7.90万,2012年
太原,1.0万公里,https://www.guazi.com/ty/39f205c3539ba5b2x.htm#fr_page=list&fr_pos=city&fr_no=19,雪铁龙C3-XR 2015款 1.6L 自动先锋型,9.60万,2016年
聊城,1.1万公里,https://www.guazi.com/liaocheng/8e101fe26778ee26x.htm#fr_page=list&fr_pos=city&fr_no=20,雪佛兰赛欧 2015款 赛欧3 1.3L 手动理想版,4.80万,2016年
成都,7.1万公里,https://www.guazi.com/cd/1caad6cf9d6e0fc7x.htm#fr_page=list&fr_pos=city&fr_no=21,道奇酷威 2011款 2.7 豪华导航版(进口),13.00万,2011年
长沙,5.3万公里,https://www.guazi.com/cs/4a325eb637a6d1c9x.htm#fr_page=list&fr_pos=city&fr_no=22,奇瑞A5 2009款 1.5L 豪华版,1.90万,2010年
哈尔滨,2.1万公里,https://www.guazi.com/hrb/7683ca6e2f2c1165x.htm#fr_page=list&fr_pos=city&fr_no=23,标致408 2015款 1.2T 自动豪华版,10.20万,2016年
锦州,5.7万公里,https://www.guazi.com/jinzhou/37b5fa3798b05a84x.htm#fr_page=list&fr_pos=city&fr_no=24,大众宝来 2011款 1.6L 手动时尚型,5.38万,2011年
苏州,5.9万公里,https://www.guazi.com/su/52f02aa279beb0a2x.htm#fr_page=list&fr_pos=city&fr_no=25,吉利金刚2代 2010款 2代 1.5L 手动标准型,1.38万,2012年
呼和浩特,4.7万公里,https://www.guazi.com/nmg/5b53477007882ff1x.htm#fr_page=list&fr_pos=city&fr_no=26,起亚智跑 2012款 2.0L 自动两驱版GLS,11.50万,2013年
哈尔滨,1.6万公里,https://www.guazi.com/hrb/1c0d6373af2f3a1dx.htm#fr_page=list&fr_pos=city&fr_no=27,长安商用长安之星2 2012款 1.0L基本型JL466Q9,2.00万,2014年
呼和浩特,6.2万公里,https://www.guazi.com/nmg/f1a098078226b8fdx.htm#fr_page=list&fr_pos=city&fr_no=28,日产骐达 2011款 1.6L CVT舒适型,6.90万,2012年
哈尔滨,5.0万公里,https://www.guazi.com/hrb/6d2c9d81f139d38ex.htm#fr_page=list&fr_pos=city&fr_no=29,沃尔沃S60 2013款 2.0T T5 智雅版(进口),22.00万,2013年
上海,1.1万公里,https://www.guazi.com/sh/8da27714fec1002ax.htm#fr_page=list&fr_pos=city&fr_no=30,奇瑞艾瑞泽7 2015款 1.6L 手动致尚版,5.40万,2015年
昆明,7.8万公里,https://www.guazi.com/km/ff1f2a1b23c7fc02x.htm#fr_page=list&fr_pos=city&fr_no=31,雪铁龙世嘉 2009款 三厢 1.6L 手动舒适型,4.50万,2010年
哈尔滨,5.3万公里,https://www.guazi.com/hrb/4066dd80169e01fbx.htm#fr_page=list&fr_pos=city&fr_no=32,海马S5 2014款 1.6L 手动智乐型,5.68万,2014年
泸州,5.1万公里,https://www.guazi.com/luzhou/c8f9bba632e8891ex.htm#fr_page=list&fr_pos=city&fr_no=33,奇瑞E3 2013款 1.5L 手动智尚型,2.98万,2014年
大连,14.7万公里,https://www.guazi.com/dl/14241d113404fcaax.htm#fr_page=list&fr_pos=city&fr_no=34,中华尊驰 2007款 1.8L 手动舒适型,2.48万,2009年
昆明,4.1万公里,https://www.guazi.com/km/a13f43f4ae024d9ex.htm#fr_page=list&fr_pos=city&fr_no=35,五菱宏光 2010款 1.4L 基本型,2.90万,2012年
保定,5.7万公里,https://www.guazi.com/baoding/daeb6e0bb88f69e3x.htm#fr_page=list&fr_pos=city&fr_no=36,雪佛兰赛欧 2013款 三厢 1.2L 手动时尚幸福版,3.20万,2013年
徐州,7.3万公里,https://www.guazi.com/xuzhou/43c6d9cbb45829fbx.htm#fr_page=list&fr_pos=city&fr_no=37,雪佛兰乐骋 2009款 1.4SE MT,2.50万,2009年
西安,2.3万公里,https://www.guazi.com/xa/57f3104f1f4e8575x.htm#fr_page=list&fr_pos=city&fr_no=38,一汽威志V5 2012款 1.5L 手动精英型,2.68万,2013年
重庆,0.7万公里,https://www.guazi.com/cq/08d74a16cc030f00x.htm#fr_page=list&fr_pos=city&fr_no=39,汉腾X7 2016款 1.5T 手动尊享型,7.80万,2016年
常州,3.0万公里,https://www.guazi.com/changzhou/5b89c569f5841789x.htm#fr_page=list&fr_pos=city&fr_no=0,斯柯达速派 2013款 1.8TSI 自动名仕版,12.03万,2014年
常州,1.8万公里,https://www.guazi.com/changzhou/7fbdaa70640c96b3x.htm#fr_page=list&fr_pos=city&fr_no=1,长安CS35 2015款 1.6L 手动豪华型 国IV,5.62万,2015年
绍兴,6.7万公里,https://www.guazi.com/shaoxing/2fadca042c45e0d4x.htm#fr_page=list&fr_pos=city&fr_no=2,雪佛兰科鲁兹 2012款 1.6L SL天地版 AT,5.60万,2012年
苏州,5.7万公里,https://www.guazi.com/su/ecabd3e05f49d15bx.htm#fr_page=list&fr_pos=city&fr_no=3,标致307 2010款 三厢 1.6L 手动舒适版,3.10万,2011年
柳州,0.4万公里,https://www.guazi.com/liuzhou/872eb17783be24ebx.htm#fr_page=list&fr_pos=city&fr_no=4,哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱精英型,10.30万,2016年
大连,5.7万公里,https://www.guazi.com/dl/db825b71982c3094x.htm#fr_page=list&fr_pos=city&fr_no=5,别克凯越 2013款 1.5L 自动经典型,5.07万,2013年
佛山,4.4万公里,https://www.guazi.com/foshan/4a8d1abc22312556x.htm#fr_page=list&fr_pos=city&fr_no=6,大众朗逸 2013款 1.4TSI DSG舒适版,8.60万,2013年
大连,6.0万公里,https://www.guazi.com/dl/836af243b26b97a8x.htm#fr_page=list&fr_pos=city&fr_no=7,三菱翼神 2012款 致炫版 2.0L CVT旗舰型,6.90万,2013年
沈阳,6.0万公里,https://www.guazi.com/sy/550b3bccb1ac64cfx.htm#fr_page=list&fr_pos=city&fr_no=8,丰田威驰 2014款 1.5L 手动智臻版,5.26万,2015年
镇江,6.2万公里,https://www.guazi.com/zhenjiang/6a48fa42f1b3beebx.htm#fr_page=list&fr_pos=city&fr_no=9,荣威550 2010款 550 1.8L 手动启悦贺岁版,3.20万,2010年
合肥,5.6万公里,https://www.guazi.com/hf/22a398e94630d766x.htm#fr_page=list&fr_pos=city&fr_no=10,福特蒙迪欧-致胜 2011款 2.3L 时尚型,7.00万,2011年
苏州,2.0万公里,https://www.guazi.com/su/890dd3f713f67cc4x.htm#fr_page=list&fr_pos=city&fr_no=11,吉利帝豪 2014款 三厢 1.5L 手动精英型,4.70万,2015年
金华,7.6万公里,https://www.guazi.com/jinhua/62611346a504ce5bx.htm#fr_page=list&fr_pos=city&fr_no=12,现代瑞纳 2013款 三厢 1.4L 自动标准型GL,4.60万,2013年
苏州,5.3万公里,https://www.guazi.com/su/572d943bb8a73f21x.htm#fr_page=list&fr_pos=city&fr_no=13,斯柯达明锐 2015款 1.6L 手动逸致版,6.70万,2015年
柳州,1.9万公里,https://www.guazi.com/liuzhou/d70047d7117fd19ax.htm#fr_page=list&fr_pos=city&fr_no=14,宝骏730 2016款 1.5L 手动豪华型 7座,6.13万,2016年
佛山,7.7万公里,https://www.guazi.com/foshan/715780ac6e29b99fx.htm#fr_page=list&fr_pos=city&fr_no=15,丰田威驰 2008款 1.6L GL-i AT,4.52万,2010年
苏州,7.7万公里,https://www.guazi.com/su/fd9c11d11a23d523x.htm#fr_page=list&fr_pos=city&fr_no=16,现代ix35 2010款 2.4L 自动两驱尊贵版GLS,8.30万,2010年
唐山,5.6万公里,https://www.guazi.com/tangshan/316336b5f3feede0x.htm#fr_page=list&fr_pos=city&fr_no=17,大众捷达 2013款 1.6L 手动时尚型,5.00万,2014年
太原,8.7万公里,https://www.guazi.com/ty/856d0b3e8cddc302x.htm#fr_page=list&fr_pos=city&fr_no=18,现代索纳塔八 2011款 2.0L 自动豪华版,8.55万,2012年
鞍山,2.8万公里,https://www.guazi.com/anshan/03f2972b947d3e9ax.htm#fr_page=list&fr_pos=city&fr_no=19,日产轩逸 2012款 经典 1.6XE 自动舒适版,6.84万,2014年
北京,4.8万公里,https://www.guazi.com/bj/a8ffc3c5bbe54b42x.htm#fr_page=list&fr_pos=city&fr_no=20,长安睿骋 2013款 1.8T 自动尊贵型 国IV,7.20万,2014年
赣州,8.6万公里,https://www.guazi.com/ganzhou/dd133e44f10b860bx.htm#fr_page=list&fr_pos=city&fr_no=21,大众捷达 2013款 1.4L 手动时尚型,4.30万,2014年
大连,6.3万公里,https://www.guazi.com/dl/100071b93e17d722x.htm#fr_page=list&fr_pos=city&fr_no=22,MG3 2013款 1.3L AMT舒适版,3.80万,2014年
达州,7.2万公里,https://www.guazi.com/dazhou/10e895f45b4579fex.htm#fr_page=list&fr_pos=city&fr_no=23,起亚K2 2012款 三厢 1.6L AT Premium纪念版,4.78万,2013年
常州,5.7万公里,https://www.guazi.com/changzhou/b8c40c561d10a3f4x.htm#fr_page=list&fr_pos=city&fr_no=24,哈弗H6 2012款 1.5T 手动两驱精英型,5.10万,2012年
柳州,2.0万公里,https://www.guazi.com/liuzhou/226bb30627449798x.htm#fr_page=list&fr_pos=city&fr_no=25,长安悦翔V3 2015款 1.4L 手动美满型 国V,3.00万,2016年
达州,0.6万公里,https://www.guazi.com/dazhou/e8ef359a9573330bx.htm#fr_page=list&fr_pos=city&fr_no=26,长安悦翔V3 2015款 1.4L 手动温馨型 国V,3.60万,2016年
许昌,0.2万公里,https://www.guazi.com/xuchang/5231f89ce01d6df3x.htm#fr_page=list&fr_pos=city&fr_no=27,斯柯达昕锐 2016款 1.4L 手动前行版,5.80万,2017年
南京,2.5万公里,https://www.guazi.com/nj/f6dc7c515f52ec24x.htm#fr_page=list&fr_pos=city&fr_no=28,福特福克斯 2012款 两厢经典 1.8L 手动基本型,4.95万,2012年
常州,1.5万公里,https://www.guazi.com/changzhou/57d9912832cf72fbx.htm#fr_page=list&fr_pos=city&fr_no=29,福特嘉年华 2013款 两厢 1.5L 自动运动型,6.35万,2014年
廊坊,6.2万公里,https://www.guazi.com/langfang/d2b1a12b87ccc118x.htm#fr_page=list&fr_pos=city&fr_no=30,福特福克斯 2011款 两厢 1.8L 自动时尚型,5.00万,2011年
柳州,7.0万公里,https://www.guazi.com/liuzhou/9e861b1e69bb4c10x.htm#fr_page=list&fr_pos=city&fr_no=31,现代全新胜达 2013款 2.0T 自动四驱顶级型,15.31万,2013年
达州,6.0万公里,https://www.guazi.com/dazhou/0febfe5259f86012x.htm#fr_page=list&fr_pos=city&fr_no=32,雪佛兰科鲁兹 2009款 1.8L SE AT,4.60万,2010年
金华,6.3万公里,https://www.guazi.com/jinhua/073c455319f68dcfx.htm#fr_page=list&fr_pos=city&fr_no=33,福特嘉年华 2009款 三厢 1.5L 手动时尚型,2.30万,2009年
太原,6.6万公里,https://www.guazi.com/ty/52cbdb98732dd3b4x.htm#fr_page=list&fr_pos=city&fr_no=34,福特翼搏 2013款 1.5L 自动尊贵型,7.28万,2013年
沈阳,9.1万公里,https://www.guazi.com/sy/d7eb3ed51c7eb326x.htm#fr_page=list&fr_pos=city&fr_no=35,大众帕萨特 2013款 1.8TSI DSG御尊版,12.80万,2013年
太原,7.8万公里,https://www.guazi.com/ty/4734ed7451ea3782x.htm#fr_page=list&fr_pos=city&fr_no=36,斯柯达明锐 2013款 1.6L 手动逸俊版,6.60万,2013年
廊坊,3.3万公里,https://www.guazi.com/langfang/f0ba4f4fc4713073x.htm#fr_page=list&fr_pos=city&fr_no=37,雪佛兰科鲁兹 2013款 1.6L SL MT,5.20万,2012年
大连,7.3万公里,https://www.guazi.com/dl/64a39507c668b503x.htm#fr_page=list&fr_pos=city&fr_no=38,奔驰S级 2008款 S 300 L 商务型(进口),25.00万,2008年
太原,5.5万公里,https://www.guazi.com/ty/4c6fc30ad9b821fex.htm#fr_page=list&fr_pos=city&fr_no=39,现代瑞纳 2010款 三厢 1.4L 自动舒适型GS,4.50万,2012年
北京,8.3万公里,https://www.guazi.com/bj/4184a16e2e85fc48x.htm#fr_page=list&fr_pos=city&fr_no=0,别克GL8 2014款 3.0L XT豪华商务旗舰版,26.80万,2014年
枣庄,6.4万公里,https://www.guazi.com/zaozhuang/b907596805efb338x.htm#fr_page=list&fr_pos=city&fr_no=1,奥迪A4L 2013款 35 TFSI 自动标准型,20.30万,2013年
深圳,2.7万公里,https://www.guazi.com/sz/c1d87974c2919230x.htm#fr_page=list&fr_pos=city&fr_no=2,现代飞思 2012款 1.6T 自动豪华版(进口),14.00万,2015年
西安,13.8万公里,https://www.guazi.com/xa/c39b1f2602d33902x.htm#fr_page=list&fr_pos=city&fr_no=3,比亚迪F3 2009款 1.5L 智能白金版标准型GL-i,1.50万,2009年
沈阳,2.4万公里,https://www.guazi.com/sy/f9b5cf3a6eeb6ad9x.htm#fr_page=list&fr_pos=city&fr_no=4,宝马5系 2014款 525Li 豪华设计套装,37.88万,2015年
潍坊,0.9万公里,https://www.guazi.com/weifang/d1bce773ed35f8e1x.htm#fr_page=list&fr_pos=city&fr_no=5,宝马X1 2014款 xDrive20i X设计套装,27.00万,2015年
广州,7.6万公里,https://www.guazi.com/gz/79294fdbda15eb6fx.htm#fr_page=list&fr_pos=city&fr_no=6,日产阳光 2011款 1.5XE CVT舒适版,5.50万,2013年
成都,0.8万公里,https://www.guazi.com/cd/27130d054297b1fdx.htm#fr_page=list&fr_pos=city&fr_no=7,MG锐腾 2016款 1.5TGI TST豪华版,11.68万,2016年
武汉,8.8万公里,https://www.guazi.com/wh/ca0e334a7d510584x.htm#fr_page=list&fr_pos=city&fr_no=8,雪铁龙C2 2010款 1.4L 手动运动型,1.99万,2010年
沈阳,2.5万公里,https://www.guazi.com/sy/63cb93721c03647fx.htm#fr_page=list&fr_pos=city&fr_no=9,玛莎拉蒂总裁 2015款 3.0T 四驱型,93.00万,2015年
北京,8.8万公里,https://www.guazi.com/bj/b7a652f486eb8372x.htm#fr_page=list&fr_pos=city&fr_no=10,现代新胜达 2010款 2.4 豪华版 七座四驱(进口),10.60万,2010年
武汉,3.0万公里,https://www.guazi.com/wh/30d4f79d46e620d1x.htm#fr_page=list&fr_pos=city&fr_no=11,大众途观 2016款 300TSI 自动四驱豪华版,20.18万,2016年
太原,1.6万公里,https://www.guazi.com/ty/e85758fe5eaf98a3x.htm#fr_page=list&fr_pos=city&fr_no=12,哈弗H6 2016款 升级版 1.5T 手动两驱超值型,7.58万,2016年
苏州,6.6万公里,https://www.guazi.com/su/0f1246ba498f0dd6x.htm#fr_page=list&fr_pos=city&fr_no=13,日产骐达 2011款 1.6L 手动舒适型,5.60万,2013年
金华,1.1万公里,https://www.guazi.com/jinhua/7a8e3e10170f63e7x.htm#fr_page=list&fr_pos=city&fr_no=14,比亚迪宋 2016款 2.0TID 自动尊贵型,11.20万,2016年
阜阳,7.6万公里,https://www.guazi.com/fuyang/d20091f0eeca2dc0x.htm#fr_page=list&fr_pos=city&fr_no=15,大众尚酷 2011款 2.0TSI R-Line(进口),14.50万,2012年
徐州,0.7万公里,https://www.guazi.com/xuzhou/f08135b08a6508b7x.htm#fr_page=list&fr_pos=city&fr_no=16,东风风行风行SX6 2016款 1.6L CVT豪华型,7.20万,2016年
兰州,1.9万公里,https://www.guazi.com/lz/e31283d8033d1958x.htm#fr_page=list&fr_pos=city&fr_no=17,别克英朗 2016款 15N 手动精英型,8.68万,2016年
太原,6.1万公里,https://www.guazi.com/ty/004975687ed2c495x.htm#fr_page=list&fr_pos=city&fr_no=18,雪佛兰乐驰 2010款 1.0L P-TEC手动活力型,1.75万,2011年
昆明,5.1万公里,https://www.guazi.com/km/e68b1f8f6cab2c49x.htm#fr_page=list&fr_pos=city&fr_no=19,宝马5系 2013款 525Li 豪华型,34.30万,2013年
北京,8.0万公里,https://www.guazi.com/bj/36a0e63a18f8d312x.htm#fr_page=list&fr_pos=city&fr_no=20,别克凯越 2011款 1.6LE-AT,4.50万,2010年
临沂,2.2万公里,https://www.guazi.com/linyi/60c1b2f0ba3e64aex.htm#fr_page=list&fr_pos=city&fr_no=21,丰田逸致 2015款 180E CVT跨界版,12.20万,2015年
天津,10.2万公里,https://www.guazi.com/tj/8fc4d5c5ecb2db0fx.htm#fr_page=list&fr_pos=city&fr_no=22,丰田花冠 2010款 1.6L 自动豪华版,5.30万,2010年
广州,7.3万公里,https://www.guazi.com/gz/6da712990e14b264x.htm#fr_page=list&fr_pos=city&fr_no=23,起亚福瑞迪 2009款 1.6L AT Premium,5.00万,2010年
武汉,5.1万公里,https://www.guazi.com/wh/58a66d516f62a490x.htm#fr_page=list&fr_pos=city&fr_no=24,日产NV200 2013款 1.6L 豪华型 国IV,6.00万,2013年
长春,5.6万公里,https://www.guazi.com/cc/9c0de683b03838c4x.htm#fr_page=list&fr_pos=city&fr_no=25,路虎揽胜极光 2013款 2.0T 5门耀真版(进口),34.20万,2014年
成都,2.3万公里,https://www.guazi.com/cd/387167d0e6cd58d2x.htm#fr_page=list&fr_pos=city&fr_no=26,凯迪拉克ATS-L 2014款 25T 时尚型,22.88万,2015年
青岛,15.0万公里,https://www.guazi.com/qd/ac5e33992b6f5afdx.htm#fr_page=list&fr_pos=city&fr_no=27,五菱荣光 2012款 1.2L加长基本型LJY,2.30万,2012年
大庆,7.5万公里,https://www.guazi.com/daqing/d107636c7382a547x.htm#fr_page=list&fr_pos=city&fr_no=28,奥迪Q7 2013款 35 TFSI 进取型(进口),45.50万,2013年
淄博,4.9万公里,https://www.guazi.com/zibo/36423197ebd7e04cx.htm#fr_page=list&fr_pos=city&fr_no=29,东风风行景逸 2010款 1.5L 手动舒适型,2.60万,2011年
邯郸,0.3万公里,https://www.guazi.com/handan/54d4109e40c0e82fx.htm#fr_page=list&fr_pos=city&fr_no=30,大众POLO 2016款 1.4L 手动风尚型,6.10万,2016年
嘉兴,7.8万公里,https://www.guazi.com/jiaxing/4603927112d4c0dcx.htm#fr_page=list&fr_pos=city&fr_no=31,宝马3系 2011款 320i敞篷轿跑版(进口),27.48万,2012年
北京,1.5万公里,https://www.guazi.com/bj/542eab2226b49275x.htm#fr_page=list&fr_pos=city&fr_no=32,福特野马 2015款 2.3T 50周年纪念版(进口),34.00万,2015年
成都,7.3万公里,https://www.guazi.com/cd/3e1f3b84249e2380x.htm#fr_page=list&fr_pos=city&fr_no=33,Jeep指南者 2013款 2.4L 四驱运动版(进口),13.28万,2013年
中山,2.2万公里,https://www.guazi.com/zhongshan/4f452ce28ca10d62x.htm#fr_page=list&fr_pos=city&fr_no=34,本田凌派 2015款 1.8L 自动豪华版,11.18万,2016年
北京,3.7万公里,https://www.guazi.com/bj/7b4a1d4b00df185ax.htm#fr_page=list&fr_pos=city&fr_no=35,金杯海狮 2014款 2.0L第五代翔运舒适1型4G21C,5.50万,2016年
盐城,3.6万公里,https://www.guazi.com/yancheng/c51a84b6b94885afx.htm#fr_page=list&fr_pos=city&fr_no=36,马自达阿特兹 2014款 2.0L 蓝天豪华版,15.00万,2015年
北京,0.8万公里,https://www.guazi.com/bj/68f5ab2405bb3cf6x.htm#fr_page=list&fr_pos=city&fr_no=37,宝马i3 2015款 时尚型(进口),21.00万,2016年
杭州,12.9万公里,https://www.guazi.com/hz/3717a9058323dcbbx.htm#fr_page=list&fr_pos=city&fr_no=38,奔驰威霆 2010款 2.5L 精英版,14.60万,2010年
石家庄,6.9万公里,https://www.guazi.com/sjz/09bc79c28bbe66eax.htm#fr_page=list&fr_pos=city&fr_no=39,大众高尔夫 2012款 1.4TSI 蓝驱版,9.00万,2012年
南昌,3.1万公里,https://www.guazi.com/nc/b7707d8b6bd60525x.htm#fr_page=list&fr_pos=city&fr_no=0,纳智捷纳5 2013款 1.8T 自动豪华型,5.98万,2013年
宁波,6.4万公里,https://www.guazi.com/nb/e952cf6e9d3652f3x.htm#fr_page=list&fr_pos=city&fr_no=1,现代瑞纳 2010款 三厢 1.4L 手动舒适型GS,3.18万,2010年
重庆,7.1万公里,https://www.guazi.com/cq/53ed8f94bd97f1cfx.htm#fr_page=list&fr_pos=city&fr_no=2,大众捷达 2013款 1.4L 手动时尚型,5.18万,2014年
沈阳,7.2万公里,https://www.guazi.com/sy/5316d060b8c3abe8x.htm#fr_page=list&fr_pos=city&fr_no=3,Jeep牧马人 2013款 3.6L 四门版 Sahara(进口),35.80万,2014年
泸州,4.6万公里,https://www.guazi.com/luzhou/787dc4ed921e3801x.htm#fr_page=list&fr_pos=city&fr_no=4,长安逸动 2012款 1.6L 手动豪华型 国IV,4.28万,2012年
青岛,12.5万公里,https://www.guazi.com/qd/7fae4c6c454b6baex.htm#fr_page=list&fr_pos=city&fr_no=5,奔驰威霆 2011款 2.5L 7座行政版,16.50万,2012年
石家庄,5.8万公里,https://www.guazi.com/sjz/b2459aafcb8a6760x.htm#fr_page=list&fr_pos=city&fr_no=6,丰田威驰 2014款 1.3L 手动超值版,4.70万,2014年
大连,8.5万公里,https://www.guazi.com/dl/67d1d1e0c184e9bfx.htm#fr_page=list&fr_pos=city&fr_no=7,比亚迪S6 2011款 2.4L 自动尊享型,4.38万,2011年
宜宾,4.8万公里,https://www.guazi.com/yibin/4c192ebc5d2767dex.htm#fr_page=list&fr_pos=city&fr_no=8,比亚迪S6 2013款 白金版 2.0L 手动尊贵型,5.80万,2013年
南昌,0.3万公里,https://www.guazi.com/nc/06d24704760f3f43x.htm#fr_page=list&fr_pos=city&fr_no=9,大众帕萨特 2016款 380TSI DSG至尊版,22.70万,2016年
西安,4.6万公里,https://www.guazi.com/xa/99bcd16f7b20547bx.htm#fr_page=list&fr_pos=city&fr_no=10,丰田Sienna 2015款 3.5L 两驱LE(进口),45.80万,2015年
泸州,5.4万公里,https://www.guazi.com/luzhou/e73d5ba2536a33aex.htm#fr_page=list&fr_pos=city&fr_no=11,海马福美来 2011款 1.6L 手动豪华版,3.58万,2011年
上海,6.6万公里,https://www.guazi.com/sh/58ed4c850d334fe3x.htm#fr_page=list&fr_pos=city&fr_no=12,荣威950 2012款 2.4L 豪华行政版,9.50万,2013年
淮安,6.3万公里,https://www.guazi.com/huaian/47ba29bc83c541b2x.htm#fr_page=list&fr_pos=city&fr_no=13,荣威550 2010款 550S 1.8L 手动启逸版,3.98万,2010年
十堰,6.8万公里,https://www.guazi.com/shiyan/94c12a766defa2b9x.htm#fr_page=list&fr_pos=city&fr_no=14,哈弗H6 2013款 升级版 1.5T 手动两驱精英型,6.30万,2014年
聊城,3.8万公里,https://www.guazi.com/liaocheng/56fd499e1b55cc8bx.htm#fr_page=list&fr_pos=city&fr_no=15,哈弗H6 2013款 运动版 1.5T 手动两驱尊贵型,7.50万,2014年
郑州,7.7万公里,https://www.guazi.com/zz/9c9ffe693cb18353x.htm#fr_page=list&fr_pos=city&fr_no=16,荣威350 2010款 350S 1.5L 手动迅驰版,2.98万,2011年
临汾,6.5万公里,https://www.guazi.com/linfen/076b582ede8663f1x.htm#fr_page=list&fr_pos=city&fr_no=17,宝马5系 2012款 530Li 领先型,27.00万,2012年
杭州,4.1万公里,https://www.guazi.com/hz/1fb7a741fcd0f81dx.htm#fr_page=list&fr_pos=city&fr_no=18,雪佛兰科鲁兹 2013款 1.8L SE AT,8.80万,2014年
南通,3.9万公里,https://www.guazi.com/nantong/15c2e19ca8c0b72fx.htm#fr_page=list&fr_pos=city&fr_no=19,福田风景G7 2014款 2.0L商通版短轴平顶486EQV4,4.00万,2014年
成都,6.0万公里,https://www.guazi.com/cd/faecb16067dabee1x.htm#fr_page=list&fr_pos=city&fr_no=20,标致308 2012款 1.6L 手动风尚型,5.18万,2012年
西安,6.1万公里,https://www.guazi.com/xa/252ed5891a71238bx.htm#fr_page=list&fr_pos=city&fr_no=21,大众捷达 2010款 1.6L 伙伴,3.40万,2010年
许昌,12.0万公里,https://www.guazi.com/xuchang/553fcc24db6574f5x.htm#fr_page=list&fr_pos=city&fr_no=22,现代悦动 2010款 1.6L AT GLS,3.98万,2010年
威海,10.4万公里,https://www.guazi.com/wei/168ff3b20096067ax.htm#fr_page=list&fr_pos=city&fr_no=23,丰田凯美瑞 2011款 240G 豪华周年纪念版,10.48万,2011年
烟台,3.2万公里,https://www.guazi.com/yantai/16ee498c7fe5d7f2x.htm#fr_page=list&fr_pos=city&fr_no=24,五菱荣光 2011款 1.2L基本型,2.30万,2014年
廊坊,0.3万公里,https://www.guazi.com/langfang/94a9aa891ad33e39x.htm#fr_page=list&fr_pos=city&fr_no=25,吉利远景SUV 2016款 1.3T CVT旗舰型,9.50万,2017年
昆明,11.0万公里,https://www.guazi.com/km/4881402c4afb4c00x.htm#fr_page=list&fr_pos=city&fr_no=26,别克君威 2009款 2.0T 豪华运动版,8.50万,2010年
沈阳,4.3万公里,https://www.guazi.com/sy/602525cebcc2f6fcx.htm#fr_page=list&fr_pos=city&fr_no=27,丰田凯美瑞 2012款 骏瑞 2.0S 耀动版,12.80万,2013年
武汉,3.8万公里,https://www.guazi.com/wh/79859ed6e76a5060x.htm#fr_page=list&fr_pos=city&fr_no=28,起亚福瑞迪 2014款 1.6L AT GL,6.10万,2014年
东莞,3.9万公里,https://www.guazi.com/dg/411c4c50eeb8fccax.htm#fr_page=list&fr_pos=city&fr_no=29,日产轩逸 2016款 经典 1.6XE 自动舒适版,7.28万,2015年
重庆,5.2万公里,https://www.guazi.com/cq/c75b0fd237ce13aax.htm#fr_page=list&fr_pos=city&fr_no=30,奔驰M级 2014款 ML 400 4MATIC动感型(进口),62.38万,2015年
南京,4.2万公里,https://www.guazi.com/nj/7109323dfed21f8bx.htm#fr_page=list&fr_pos=city&fr_no=31,长安奔奔mini 2010款 1.0L 手动标准型,1.50万,2011年
桂林,9.4万公里,https://www.guazi.com/gl/2bf3f7521ab2f389x.htm#fr_page=list&fr_pos=city&fr_no=32,别克凯越 2011款 1.6LE-AT,4.00万,2011年
长沙,2.9万公里,https://www.guazi.com/cs/264cdf645b264f35x.htm#fr_page=list&fr_pos=city&fr_no=33,哈弗H6 2014款 运动版 2.4L 自动尊贵型,12.80万,2014年
营口,1.7万公里,https://www.guazi.com/yingkou/d6d1b0faa1b106d6x.htm#fr_page=list&fr_pos=city&fr_no=34,大众宝来 2013款 1.6L 自动时尚型,7.68万,2013年
孝感,0.3万公里,https://www.guazi.com/xiaogan/031e6487313c9a7ax.htm#fr_page=list&fr_pos=city&fr_no=35,本田锋范 2015款 1.5L 手动舒适版,6.50万,2016年
济南,6.5万公里,https://www.guazi.com/jn/0f0a771039de0e6fx.htm#fr_page=list&fr_pos=city&fr_no=36,纳智捷大7 SUV 2014款 荣耀典藏版 2.2T 两驱智慧型,11.80万,2013年
长春,6.1万公里,https://www.guazi.com/cc/28468f0228ec1026x.htm#fr_page=list&fr_pos=city&fr_no=37,奇瑞瑞虎3 2014款 1.6L CVT智尚版,6.10万,2015年
徐州,4.1万公里,https://www.guazi.com/xuzhou/349f87f043d83ae9x.htm#fr_page=list&fr_pos=city&fr_no=38,铃木雨燕 2014款 1.5L 自动时尚型,4.64万,2014年
